transaction_id,customer_id,merchant_id,amount,transaction_hour,transaction_day,payment_method,location,device_type
TXN102617,C1379,M572,36379.34,4,29,Credit Card,Mumbai,Android
TXN102618,C1011,M525,3393.6,7,30,Credit Card,Mumbai,iOS
TXN102619,C1140,M511,7991.35,6,20,UPI,Ahmedabad,iOS
TXN102620,C1253,M570,987.01,23,10,UPI,Hyderabad,iOS
TXN102621,C1042,M545,4769.73,18,2,Debit Card,Delhi,iOS
TXN102622,C1016,M546,3429.14,16,8,Debit Card,Mumbai,Android
TXN102623,C1062,M578,2570.21,6,2,Debit Card,Kolkata,iOS
TXN102624,C1252,M537,4081.8,21,2,Credit Card,Pune,Web
TXN102625,C1464,M520,3615.25,18,13,Net Banking,Ahmedabad,Android
TXN102626,C1375,M513,1238.44,17,25,Credit Card,Delhi,Web
TXN102627,C1291,M501,2461.6,20,4,UPI,Delhi,iOS
TXN102628,C1468,M571,4561.33,13,7,Credit Card,Kolkata,Web
TXN102629,C1007,M569,6328.89,12,26,Debit Card,Pune,POS Terminal
TXN102630,C1324,M532,1750.63,15,14,UPI,Mumbai,iOS
TXN102631,C1089,M505,3134.38,13,20,Credit Card,Pune,Android
TXN102632,C1207,M536,2109.06,17,5,Net Banking,Pune,Web
TXN102633,C1291,M513,3748.96,6,1,Debit Card,Delhi,Android
TXN102634,C1283,M536,9145.13,14,26,UPI,Hyderabad,iOS
TXN102635,C1117,M507,2826.12,12,1,Credit Card,Delhi,Android
TXN102636,C1348,M576,1104.79,10,26,UPI,Mumbai,Web
TXN102637,C1174,M512,3604.35,10,26,UPI,Chennai,Web
TXN102638,C1075,M539,2692.4,15,30,Credit Card,Mumbai,POS Terminal
TXN102639,C1100,M557,4400.01,8,19,Debit Card,Mumbai,POS Terminal
TXN102640,C1413,M517,2328.19,20,6,Credit Card,Pune,Web
TXN102641,C1150,M556,1494.69,9,16,Net Banking,Mumbai,POS Terminal
TXN102642,C1399,M537,1393.95,9,12,Net Banking,Mumbai,iOS
TXN102643,C1269,M531,2543.08,16,1,Debit Card,Hyderabad,Web
TXN102644,C1457,M565,30311.38,5,28,UPI,Mumbai,Web
TXN102645,C1070,M576,3980.93,9,12,Debit Card,Kolkata,Web
TXN102646,C1492,M524,2056.92,15,20,Debit Card,Chennai,Android
TXN102647,C1179,M557,7915.92,11,25,UPI,Delhi,iOS
TXN102648,C1123,M574,3836.0,22,18,Credit Card,Kolkata,iOS
TXN102649,C1380,M532,1764.14,15,2,UPI,Pune,iOS
TXN102650,C1292,M565,2879.92,19,18,Debit Card,Hyderabad,iOS
TXN102651,C1284,M529,1230.94,15,10,Net Banking,Mumbai,Web
TXN102652,C1194,M533,2179.18,20,10,Credit Card,Mumbai,POS Terminal
TXN102653,C1398,M568,2238.96,11,23,Credit Card,Bengaluru,iOS
TXN102654,C1227,M547,2769.63,11,23,UPI,Bengaluru,iOS
TXN102655,C1430,M539,1157.89,16,6,UPI,Mumbai,POS Terminal
TXN102656,C1429,M550,1622.19,18,2,Debit Card,Mumbai,Web
TXN102657,C1435,M579,2785.75,13,16,Credit Card,Hyderabad,Web
TXN102658,C1274,M512,1203.22,14,5,Credit Card,Mumbai,Web
TXN102659,C1460,M530,1548.33,22,29,UPI,Chennai,Web
TXN102660,C1105,M538,2076.64,19,6,UPI,Delhi,POS Terminal
TXN102661,C1020,M562,1962.15,23,22,Net Banking,Pune,Android
TXN102662,C1063,M547,1209.27,15,26,Debit Card,Delhi,POS Terminal
TXN102663,C1164,M547,2074.09,15,22,Net Banking,Mumbai,iOS
TXN102664,C1026,M560,3009.62,17,22,Debit Card,Chennai,Web
TXN102665,C1310,M511,2278.51,14,1,Net Banking,Delhi,iOS
TXN102666,C1499,M577,65248.15,5,28,Credit Card,Chennai,Android
TXN102667,C1284,M555,1403.68,15,4,UPI,Mumbai,Web
TXN102668,C1147,M517,972.75,6,17,Debit Card,Kolkata,Android
TXN102669,C1280,M526,2630.49,18,13,Credit Card,Chennai,iOS
TXN102670,C1325,M527,3981.17,13,12,Debit Card,Bengaluru,POS Terminal
TXN102671,C1318,M579,2802.85,20,13,Credit Card,Pune,Android
TXN102672,C1163,M551,3778.64,13,19,Debit Card,Bengaluru,POS Terminal
TXN102673,C1385,M515,4427.41,16,28,UPI,Chennai,iOS
TXN102674,C1405,M576,3623.27,20,27,Credit Card,Kolkata,iOS
TXN102675,C1223,M557,1451.37,15,16,UPI,Ahmedabad,iOS
TXN102676,C1271,M508,2174.59,13,30,UPI,Ahmedabad,iOS
TXN102677,C1145,M525,2552.39,10,27,Credit Card,Hyderabad,iOS
TXN102678,C1452,M527,3966.09,19,27,Debit Card,Bengaluru,Web
TXN102679,C1437,M576,2654.33,12,11,Debit Card,Mumbai,Web
TXN102680,C1355,M535,2575.61,13,18,Credit Card,Mumbai,POS Terminal
TXN102681,C1029,M508,2026.52,15,18,Credit Card,Ahmedabad,Android
TXN102682,C1044,M546,2442.29,14,22,Net Banking,Pune,Android
TXN102683,C1274,M577,1278.88,13,1,UPI,Kolkata,Web
TXN102684,C1470,M550,2291.91,15,4,Credit Card,Pune,iOS
TXN102685,C1033,M575,790.95,9,9,Credit Card,Pune,iOS
TXN102686,C1140,M556,6256.09,10,3,Credit Card,Pune,Web
TXN102687,C1426,M531,1303.85,10,8,UPI,Mumbai,iOS
TXN102688,C1317,M566,1279.46,11,9,UPI,Mumbai,Android
TXN102689,C1373,M556,1666.76,14,18,UPI,Mumbai,iOS
TXN102690,C1220,M553,5121.57,16,5,UPI,Kolkata,iOS
TXN102691,C1355,M515,2119.38,23,22,Net Banking,Hyderabad,Android
TXN102692,C1021,M561,5717.73,16,5,Net Banking,Kolkata,Android
TXN102693,C1179,M555,6563.25,9,22,Credit Card,Delhi,Web
TXN102694,C1435,M522,2528.08,7,5,UPI,Hyderabad,iOS
TXN102695,C1366,M516,3422.59,18,23,Credit Card,Pune,POS Terminal
TXN102696,C1419,M579,3166.33,14,16,UPI,Kolkata,Android
TXN102697,C1328,M537,1417.35,18,5,Credit Card,Ahmedabad,Android
TXN102698,C1230,M571,1278.07,16,5,Debit Card,Pune,Android
TXN102699,C1498,M529,1414.23,14,12,UPI,Kolkata,Android
TXN102700,C1402,M557,2494.8,12,7,Credit Card,Delhi,Android
TXN102701,C1037,M577,1429.26,8,3,Credit Card,Chennai,Android
TXN102702,C1069,M521,774.2,14,26,UPI,Chennai,Web
TXN102703,C1115,M516,1828.07,23,23,UPI,Delhi,iOS
TXN102704,C1238,M514,3484.94,12,8,Net Banking,Mumbai,POS Terminal
TXN102705,C1334,M547,3384.99,16,21,Credit Card,Hyderabad,POS Terminal
TXN102706,C1440,M531,4298.7,16,20,Debit Card,Ahmedabad,POS Terminal
TXN102707,C1147,M576,959.16,16,18,Net Banking,Kolkata,iOS
TXN102708,C1008,M539,903.14,17,5,UPI,Kolkata,POS Terminal
TXN102709,C1287,M556,6672.48,18,6,Debit Card,Mumbai,iOS
TXN102710,C1387,M557,1864.4,16,30,Credit Card,Delhi,iOS
TXN102711,C1049,M515,1750.58,12,27,Net Banking,Delhi,iOS
TXN102712,C1337,M527,453.63,6,25,Net Banking,Delhi,iOS
TXN102713,C1004,M500,2613.95,11,22,Credit Card,Kolkata,POS Terminal
TXN102714,C1403,M540,2076.0,9,22,Debit Card,Mumbai,iOS
TXN102715,C1342,M547,3236.89,20,6,UPI,Delhi,Web
TXN102716,C1125,M530,7314.74,12,24,Net Banking,Pune,Android
TXN102717,C1074,M535,4108.82,14,6,Credit Card,Hyderabad,Android
TXN102718,C1164,M532,2357.87,14,11,UPI,Mumbai,Android
TXN102719,C1277,M532,1724.57,21,27,UPI,Bengaluru,Web
TXN102720,C1441,M522,1857.38,12,13,Debit Card,Delhi,Android
TXN102721,C1323,M559,31954.46,5,14,Credit Card,Ahmedabad,POS Terminal
TXN102722,C1476,M578,1626.2,8,17,UPI,Chennai,POS Terminal
TXN102723,C1299,M529,1274.95,19,1,UPI,Ahmedabad,Web
TXN102724,C1289,M544,3207.05,12,10,Net Banking,Pune,Web
TXN102725,C1076,M579,2678.55,16,28,UPI,Mumbai,Web
TXN102726,C1297,M538,3562.33,11,30,Credit Card,Kolkata,Web
TXN102727,C1136,M544,1930.83,13,2,Net Banking,Delhi,Android
TXN102728,C1105,M577,1862.66,21,13,Debit Card,Kolkata,iOS
TXN102729,C1094,M511,2773.96,20,17,Net Banking,Delhi,Android
TXN102730,C1134,M531,3986.49,15,19,Debit Card,Ahmedabad,Web
TXN102731,C1067,M555,761.43,15,3,Credit Card,Ahmedabad,POS Terminal
TXN102732,C1146,M523,973.19,18,4,Debit Card,Mumbai,Web
TXN102733,C1489,M512,1930.7,15,6,Debit Card,Delhi,Web
TXN102734,C1477,M519,1504.39,13,13,Debit Card,Bengaluru,Android
TXN102735,C1158,M578,2643.4,13,29,Debit Card,Delhi,iOS
TXN102736,C1383,M555,1095.73,17,26,Debit Card,Ahmedabad,Android
TXN102737,C1162,M552,1533.62,7,23,Net Banking,Bengaluru,Web
TXN102738,C1440,M567,4639.12,11,14,UPI,Pune,POS Terminal
TXN102739,C1340,M553,1450.43,9,9,Net Banking,Delhi,iOS
TXN102740,C1188,M533,1398.36,13,24,Net Banking,Bengaluru,Web
TXN102741,C1414,M527,2665.88,13,15,Credit Card,Kolkata,POS Terminal
TXN102742,C1338,M549,4530.32,16,6,UPI,Hyderabad,POS Terminal
TXN102743,C1094,M501,2107.74,7,25,UPI,Delhi,POS Terminal
TXN102744,C1180,M525,1442.64,14,20,Credit Card,Kolkata,iOS
TXN102745,C1287,M550,4473.2,13,11,UPI,Mumbai,iOS
TXN102746,C1321,M546,547.44,11,22,Debit Card,Bengaluru,Web
TXN102747,C1186,M525,1643.66,15,7,UPI,Mumbai,Android
TXN102748,C1371,M574,1864.25,13,18,Credit Card,Pune,Android
TXN102749,C1137,M573,1695.38,10,28,Net Banking,Mumbai,iOS
TXN102750,C1129,M560,2617.29,14,17,UPI,Ahmedabad,Web
TXN102751,C1193,M522,1715.63,9,14,Debit Card,Ahmedabad,Web
TXN102752,C1315,M536,2628.12,16,26,Credit Card,Kolkata,Web
TXN102753,C1471,M540,4293.31,15,8,UPI,Chennai,Android
TXN102754,C1272,M551,1751.26,15,29,Net Banking,Pune,iOS
TXN102755,C1351,M548,2632.74,12,8,Debit Card,Bengaluru,Web
TXN102756,C1143,M526,26998.46,1,27,Credit Card,Pune,Android
TXN102757,C1015,M505,2795.8,14,7,Credit Card,Chennai,Android
TXN102758,C1301,M573,458.23,15,25,Debit Card,Pune,Android
TXN102759,C1422,M565,1042.1,12,9,Credit Card,Pune,Web
TXN102760,C1244,M523,4678.48,21,12,Credit Card,Mumbai,iOS
TXN102761,C1414,M537,2199.92,12,3,Net Banking,Kolkata,POS Terminal
TXN102762,C1106,M527,1608.79,12,1,UPI,Delhi,Web
TXN102763,C1087,M527,2757.31,13,15,Debit Card,Bengaluru,POS Terminal
TXN102764,C1128,M565,1745.09,12,9,UPI,Mumbai,Android
TXN102765,C1394,M560,2617.05,23,17,Net Banking,Kolkata,Android
TXN102766,C1374,M545,3024.2,16,12,UPI,Delhi,iOS
TXN102767,C1340,M568,1956.37,7,17,Net Banking,Delhi,Android
TXN102768,C1003,M574,1168.34,11,28,UPI,Hyderabad,Android
TXN102769,C1326,M573,3634.41,18,29,Debit Card,Hyderabad,Android
TXN102770,C1409,M542,2932.54,16,13,Credit Card,Kolkata,iOS
TXN102771,C1366,M558,5008.57,9,13,Debit Card,Pune,Android
TXN102772,C1305,M501,1899.2,10,15,Credit Card,Hyderabad,Web
TXN102773,C1395,M514,2716.46,20,21,Debit Card,Mumbai,Android
TXN102774,C1094,M536,2262.46,10,18,Credit Card,Delhi,Android
TXN102775,C1208,M570,2241.87,16,15,UPI,Bengaluru,Android
TXN102776,C1224,M519,2075.44,20,18,UPI,Delhi,Android
TXN102777,C1458,M534,2560.41,18,5,Credit Card,Pune,Web
TXN102778,C1347,M533,3518.36,16,7,UPI,Pune,Web
TXN102779,C1479,M530,2813.72,13,6,Net Banking,Delhi,Web
TXN102780,C1320,M518,1019.75,21,5,Debit Card,Chennai,POS Terminal
TXN102781,C1046,M567,519.06,17,19,Debit Card,Delhi,Web
TXN102782,C1475,M523,4074.4,15,9,Debit Card,Kolkata,Web
TXN102783,C1180,M538,2513.83,11,24,Credit Card,Kolkata,iOS
TXN102784,C1105,M553,1298.48,16,30,Credit Card,Delhi,POS Terminal
TXN102785,C1198,M538,843.88,20,11,Debit Card,Delhi,Web
TXN102786,C1385,M516,5347.57,13,3,Credit Card,Chennai,iOS
TXN102787,C1105,M518,1590.78,11,7,Net Banking,Delhi,Web
TXN102788,C1279,M547,3252.64,9,3,Net Banking,Hyderabad,iOS
TXN102789,C1259,M534,2184.1,15,27,Debit Card,Bengaluru,POS Terminal
TXN102790,C1107,M531,61115.02,4,6,UPI,Pune,Android
TXN102791,C1018,M546,142946.54,2,19,UPI,Pune,Web
TXN102792,C1409,M546,2260.97,7,16,UPI,Kolkata,iOS
TXN102793,C1458,M563,2259.73,12,8,Debit Card,Pune,Android
TXN102794,C1295,M545,1510.32,14,19,Credit Card,Pune,Web
TXN102795,C1305,M534,3242.78,19,21,Debit Card,Hyderabad,iOS
TXN102796,C1170,M516,43849.19,5,19,Debit Card,Ahmedabad,Android
TXN102797,C1330,M541,1587.17,15,30,Debit Card,Ahmedabad,iOS
TXN102798,C1492,M528,1932.26,19,16,UPI,Bengaluru,Web
TXN102799,C1194,M569,1608.59,17,8,UPI,Mumbai,Android
TXN102800,C1011,M516,3525.77,13,10,UPI,Kolkata,Android
TXN102801,C1194,M513,2952.6,11,30,Debit Card,Mumbai,Android
TXN102802,C1489,M523,2601.92,20,9,Credit Card,Delhi,POS Terminal
TXN102803,C1282,M556,1707.5,15,16,Credit Card,Kolkata,Web
TXN102804,C1368,M549,1674.36,14,22,Credit Card,Delhi,Android
TXN102805,C1181,M556,3213.02,12,14,Credit Card,Ahmedabad,iOS
TXN102806,C1449,M560,4904.1,23,10,Credit Card,Chennai,POS Terminal
TXN102807,C1304,M538,2076.8,18,4,Credit Card,Pune,Web
TXN102808,C1143,M554,1841.98,10,10,Debit Card,Ahmedabad,Android
TXN102809,C1385,M535,3168.11,9,20,Net Banking,Chennai,Web
TXN102810,C1315,M536,2321.88,22,21,UPI,Kolkata,Web
TXN102811,C1181,M513,4319.32,18,28,Credit Card,Ahmedabad,Android
TXN102812,C1029,M526,2059.03,15,27,UPI,Ahmedabad,Android
TXN102813,C1083,M530,1940.78,11,15,Net Banking,Mumbai,Android
TXN102814,C1165,M572,845.73,10,19,Net Banking,Hyderabad,iOS
TXN102815,C1283,M543,7369.57,13,11,Debit Card,Hyderabad,POS Terminal
TXN102816,C1280,M567,2873.05,16,20,Credit Card,Chennai,POS Terminal
TXN102817,C1095,M547,3053.59,15,14,Net Banking,Ahmedabad,POS Terminal
TXN102818,C1380,M556,1419.26,20,28,UPI,Pune,POS Terminal
TXN102819,C1265,M574,3131.39,23,15,Net Banking,Delhi,Android
TXN102820,C1443,M521,4197.47,16,4,Debit Card,Kolkata,iOS
TXN102821,C1297,M503,3851.45,9,17,Debit Card,Kolkata,POS Terminal
TXN102822,C1295,M571,1868.63,16,1,Net Banking,Pune,POS Terminal
TXN102823,C1224,M545,1500.81,13,25,Net Banking,Delhi,Android
TXN102824,C1332,M558,1253.8,14,19,Credit Card,Hyderabad,Web
TXN102825,C1360,M533,1386.68,11,5,Net Banking,Hyderabad,Web
TXN102826,C1373,M510,1952.9,7,18,UPI,Mumbai,POS Terminal
TXN102827,C1041,M530,2785.19,17,17,Credit Card,Delhi,Android
TXN102828,C1302,M510,2415.01,16,23,Net Banking,Bengaluru,Android
TXN102829,C1420,M555,3526.44,12,10,Credit Card,Pune,Android
TXN102830,C1245,M537,506.24,13,9,Credit Card,Pune,Web
TXN102831,C1207,M520,2671.62,16,4,Credit Card,Kolkata,Web
TXN102832,C1236,M509,3276.67,14,20,Debit Card,Ahmedabad,Web
TXN102833,C1021,M525,6014.76,14,19,Debit Card,Kolkata,Android
TXN102834,C1184,M507,4757.41,16,3,Net Banking,Pune,Android
TXN102835,C1467,M507,1395.01,17,18,Debit Card,Kolkata,Web
TXN102836,C1241,M559,3483.66,9,3,Net Banking,Mumbai,POS Terminal
TXN102837,C1362,M571,5786.54,20,29,UPI,Pune,iOS
TXN102838,C1282,M533,2377.03,18,21,Credit Card,Kolkata,Android
TXN102839,C1040,M515,4153.07,14,8,Net Banking,Kolkata,Android
TXN102840,C1335,M512,1838.75,20,24,Debit Card,Pune,iOS
TXN102841,C1161,M575,6190.35,12,5,Debit Card,Pune,POS Terminal
TXN102842,C1159,M521,1563.59,19,27,Debit Card,Mumbai,Web
TXN102843,C1473,M526,1116.71,16,1,Debit Card,Bengaluru,Android
TXN102844,C1088,M563,2810.3,13,26,Net Banking,Hyderabad,iOS
TXN102845,C1321,M501,736.28,21,30,Debit Card,Ahmedabad,POS Terminal
TXN102846,C1011,M525,3513.14,19,18,UPI,Delhi,iOS
TXN102847,C1423,M568,40678.37,2,24,Net Banking,Pune,Web
TXN102848,C1072,M529,1588.71,13,26,UPI,Delhi,iOS
TXN102849,C1075,M507,2685.68,17,14,UPI,Mumbai,POS Terminal
TXN102850,C1345,M537,1202.04,16,25,Credit Card,Hyderabad,Web
TXN102851,C1200,M560,4161.54,20,27,UPI,Kolkata,iOS
TXN102852,C1009,M564,2548.98,16,7,UPI,Bengaluru,Android
TXN102853,C1351,M566,1541.4,17,9,Credit Card,Bengaluru,Web
TXN102854,C1225,M545,1246.38,12,28,Net Banking,Mumbai,Web
TXN102855,C1175,M571,5789.12,16,25,Net Banking,Chennai,iOS
TXN102856,C1275,M542,2427.48,15,14,Net Banking,Kolkata,Android
TXN102857,C1038,M558,3387.8,20,16,UPI,Chennai,POS Terminal
TXN102858,C1059,M545,2298.37,15,16,UPI,Ahmedabad,iOS
TXN102859,C1065,M571,2525.43,15,27,Net Banking,Ahmedabad,iOS
TXN102860,C1320,M534,730.36,15,22,Net Banking,Chennai,iOS
TXN102861,C1434,M538,4205.69,6,6,UPI,Pune,Android
TXN102862,C1123,M550,3305.72,6,7,Debit Card,Pune,Android
TXN102863,C1163,M503,4087.96,12,1,Debit Card,Bengaluru,iOS
TXN102864,C1407,M579,1466.64,14,11,Credit Card,Pune,Web
TXN102865,C1410,M576,33944.02,5,9,Net Banking,Mumbai,Web
TXN102866,C1385,M550,4157.07,18,1,Net Banking,Chennai,POS Terminal
TXN102867,C1158,M504,4596.44,12,24,Credit Card,Ahmedabad,Web
TXN102868,C1056,M554,1933.29,15,26,Credit Card,Pune,Web
TXN102869,C1077,M519,2580.48,19,18,Credit Card,Pune,iOS
TXN102870,C1193,M523,1797.92,19,10,Credit Card,Ahmedabad,iOS
TXN102871,C1284,M535,36548.58,3,27,Net Banking,Pune,Android
TXN102872,C1014,M533,1247.95,11,29,Net Banking,Pune,Web
TXN102873,C1011,M553,3343.53,9,13,Debit Card,Delhi,iOS
TXN102874,C1100,M533,4712.64,16,23,Debit Card,Mumbai,POS Terminal
TXN102875,C1155,M516,3211.77,21,5,UPI,Mumbai,Web
TXN102876,C1339,M504,2649.31,17,8,Net Banking,Hyderabad,Web
TXN102877,C1124,M517,4368.52,10,13,UPI,Mumbai,iOS
TXN102878,C1358,M554,1441.02,10,27,Net Banking,Hyderabad,POS Terminal
TXN102879,C1279,M552,3652.6,15,26,Net Banking,Hyderabad,iOS
TXN102880,C1404,M549,2128.57,10,16,Debit Card,Bengaluru,POS Terminal
TXN102881,C1393,M571,1793.68,13,7,Debit Card,Delhi,POS Terminal
TXN102882,C1109,M578,1700.95,17,8,UPI,Bengaluru,iOS
TXN102883,C1333,M544,909.78,16,18,UPI,Ahmedabad,Web
TXN102884,C1356,M512,746.36,12,26,Credit Card,Mumbai,Android
TXN102885,C1145,M515,2494.04,15,27,UPI,Hyderabad,Web
TXN102886,C1215,M512,4121.31,19,9,Net Banking,Delhi,iOS
TXN102887,C1397,M519,4381.29,12,28,Net Banking,Bengaluru,POS Terminal
TXN102888,C1161,M565,4943.69,18,22,Net Banking,Pune,POS Terminal
TXN102889,C1127,M546,5039.01,15,11,Debit Card,Pune,Web
TXN102890,C1313,M518,2988.99,16,22,Credit Card,Pune,Android
TXN102891,C1331,M544,1074.03,18,22,Net Banking,Chennai,iOS
TXN102892,C1149,M536,3794.06,11,17,Credit Card,Kolkata,POS Terminal
TXN102893,C1453,M553,1337.21,16,14,Credit Card,Delhi,iOS
TXN102894,C1035,M505,2112.13,13,23,Net Banking,Hyderabad,Web
TXN102895,C1172,M513,2363.24,17,2,Credit Card,Kolkata,POS Terminal
TXN102896,C1419,M503,68348.82,2,15,Net Banking,Mumbai,POS Terminal
TXN102897,C1021,M554,4635.16,15,18,Net Banking,Kolkata,POS Terminal
TXN102898,C1205,M533,7045.6,21,5,Net Banking,Bengaluru,iOS
TXN102899,C1126,M526,1533.51,17,29,Debit Card,Delhi,Android
TXN102900,C1335,M506,1642.44,16,22,Debit Card,Hyderabad,POS Terminal
TXN102901,C1444,M502,2448.8,14,1,UPI,Ahmedabad,iOS
TXN102902,C1355,M546,2708.43,16,16,Net Banking,Mumbai,Web
TXN102903,C1439,M501,1733.92,18,12,Net Banking,Ahmedabad,iOS
TXN102904,C1216,M579,2884.5,21,30,Net Banking,Hyderabad,Web
TXN102905,C1095,M524,3827.48,6,14,UPI,Pune,iOS
TXN102906,C1416,M559,474.57,16,17,Debit Card,Chennai,iOS
TXN102907,C1428,M578,3731.18,13,1,Debit Card,Chennai,Web
TXN102908,C1163,M523,4442.35,22,14,UPI,Bengaluru,POS Terminal
TXN102909,C1147,M514,1055.49,11,15,Net Banking,Hyderabad,Android
TXN102910,C1017,M513,1507.55,16,23,Net Banking,Pune,Web
TXN102911,C1293,M553,1988.38,16,12,Debit Card,Pune,Android
TXN102912,C1194,M577,2200.69,14,17,Net Banking,Mumbai,Web
TXN102913,C1150,M505,1148.96,11,9,Debit Card,Mumbai,iOS
TXN102914,C1479,M577,2305.94,9,3,Net Banking,Delhi,POS Terminal
TXN102915,C1364,M517,2197.76,12,12,Credit Card,Chennai,POS Terminal
TXN102916,C1122,M519,3851.15,10,26,Debit Card,Pune,Android
TXN102917,C1399,M561,1853.6,12,13,Credit Card,Mumbai,Web
TXN102918,C1186,M579,1359.43,13,2,Debit Card,Mumbai,Web
TXN102919,C1452,M539,3133.12,18,22,UPI,Bengaluru,Web
TXN102920,C1451,M538,30202.27,2,15,Debit Card,Delhi,Web
TXN102921,C1148,M551,3862.19,17,2,Debit Card,Pune,Android
TXN102922,C1103,M531,5105.74,14,5,Net Banking,Bengaluru,Android
TXN102923,C1242,M572,729.8,15,21,Net Banking,Kolkata,Android
TXN102924,C1461,M526,2567.37,15,9,UPI,Bengaluru,Android
TXN102925,C1230,M551,1323.02,12,28,Net Banking,Pune,Web
TXN102926,C1478,M562,3529.89,12,30,Net Banking,Hyderabad,Android
TXN102927,C1205,M573,4445.77,14,14,UPI,Bengaluru,Android
TXN102928,C1197,M562,37660.59,3,13,UPI,Hyderabad,iOS
TXN102929,C1395,M516,3004.72,15,4,Debit Card,Mumbai,iOS
TXN102930,C1399,M548,2075.22,19,8,Net Banking,Mumbai,Android
TXN102931,C1336,M522,1900.04,12,23,Net Banking,Ahmedabad,iOS
TXN102932,C1492,M571,3074.02,14,7,UPI,Chennai,iOS
TXN102933,C1086,M512,171617.7,2,17,Debit Card,Hyderabad,iOS
TXN102934,C1141,M522,1671.0,17,22,Net Banking,Kolkata,iOS
TXN102935,C1316,M556,554.11,13,6,UPI,Kolkata,POS Terminal
TXN102936,C1198,M561,1140.64,11,26,Debit Card,Delhi,Web
TXN102937,C1045,M553,1863.43,18,8,Net Banking,Hyderabad,iOS
TXN102938,C1287,M519,4136.03,17,22,Net Banking,Mumbai,Web
TXN102939,C1014,M551,2476.41,18,8,UPI,Pune,Web
TXN102940,C1043,M522,4725.64,6,13,UPI,Chennai,iOS
TXN102941,C1400,M534,1304.77,14,22,Credit Card,Pune,Web
TXN102942,C1168,M566,2440.77,12,8,Debit Card,Mumbai,POS Terminal
TXN102943,C1309,M533,5663.26,11,5,UPI,Mumbai,Web
TXN102944,C1494,M532,1088.37,17,9,Debit Card,Ahmedabad,Web
TXN102945,C1043,M545,58974.72,1,28,UPI,Pune,Web
TXN102946,C1097,M544,1807.11,23,20,Debit Card,Delhi,iOS
TXN102947,C1260,M518,1012.14,10,22,Debit Card,Kolkata,iOS
TXN102948,C1108,M514,1245.67,17,27,Net Banking,Delhi,POS Terminal
TXN102949,C1282,M577,2998.72,7,2,Debit Card,Kolkata,Web
TXN102950,C1371,M565,2342.03,16,3,Credit Card,Pune,iOS
TXN102951,C1342,M538,2784.62,12,4,Net Banking,Delhi,Android
TXN102952,C1103,M517,4297.77,15,19,Debit Card,Pune,Android
TXN102953,C1255,M569,312.46,12,28,UPI,Kolkata,iOS
TXN102954,C1378,M558,804.39,10,29,Credit Card,Delhi,Android
TXN102955,C1205,M531,5687.04,16,7,Net Banking,Bengaluru,POS Terminal
TXN102956,C1334,M520,1791.87,17,9,Debit Card,Hyderabad,iOS
TXN102957,C1042,M539,4564.99,12,6,UPI,Bengaluru,Web
TXN102958,C1352,M526,3101.28,13,3,Debit Card,Chennai,POS Terminal
TXN102959,C1244,M501,77618.2,2,14,Credit Card,Pune,iOS
TXN102960,C1286,M579,3293.51,16,13,UPI,Chennai,POS Terminal
TXN102961,C1354,M538,2700.52,13,13,UPI,Mumbai,Web
TXN102962,C1272,M555,1000.88,23,25,UPI,Pune,Android
TXN102963,C1475,M512,3707.82,12,1,Net Banking,Kolkata,Web
TXN102964,C1082,M555,2698.36,12,15,Net Banking,Bengaluru,Web
TXN102965,C1109,M565,1942.51,8,5,Credit Card,Bengaluru,Android
TXN102966,C1437,M577,3141.48,21,30,UPI,Mumbai,POS Terminal
TXN102967,C1189,M555,3387.05,8,29,Debit Card,Pune,iOS
TXN102968,C1470,M527,2268.58,12,27,Debit Card,Pune,iOS
TXN102969,C1287,M563,4920.57,10,27,Net Banking,Mumbai,POS Terminal
TXN102970,C1423,M570,2770.87,21,26,UPI,Delhi,iOS
TXN102971,C1396,M563,2458.96,13,26,Credit Card,Chennai,iOS
TXN102972,C1250,M555,50760.06,4,21,UPI,Ahmedabad,Web
TXN102973,C1211,M540,2868.21,15,2,UPI,Kolkata,Web
TXN102974,C1290,M540,1492.29,14,5,UPI,Chennai,POS Terminal
TXN102975,C1132,M503,4386.71,23,17,Net Banking,Mumbai,Android
TXN102976,C1200,M556,2955.25,18,1,Debit Card,Kolkata,Android
TXN102977,C1284,M529,1085.85,10,27,Debit Card,Mumbai,Web
TXN102978,C1325,M545,3134.39,13,30,Credit Card,Bengaluru,Android
TXN102979,C1408,M555,3597.64,7,4,Net Banking,Ahmedabad,iOS
TXN102980,C1094,M530,2082.84,10,15,Credit Card,Delhi,Web
TXN102981,C1277,M506,1246.1,8,15,Credit Card,Bengaluru,Android
TXN102982,C1449,M576,5124.59,16,22,Net Banking,Chennai,Android
TXN102983,C1428,M553,2838.29,6,16,Debit Card,Ahmedabad,iOS
TXN102984,C1324,M507,32535.43,4,13,Debit Card,Delhi,Web
TXN102985,C1218,M554,621.8,16,14,Debit Card,Pune,Android
TXN102986,C1088,M568,1702.67,14,27,Net Banking,Hyderabad,Android
TXN102987,C1071,M543,2301.27,21,2,Net Banking,Pune,Android
TXN102988,C1246,M512,2178.48,12,21,Net Banking,Hyderabad,POS Terminal
TXN102989,C1128,M519,2081.35,14,27,Debit Card,Mumbai,iOS
TXN102990,C1211,M577,54648.01,1,10,Credit Card,Bengaluru,POS Terminal
